Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2019-01-04,16:30:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,700 Block Neches Street,,TERM,APD Do Not Use,7850,White,Male
NT,2019-01-04,18:50:00,Public Intoxication,2025 Guadalupe Street,,TERM,APD Do Not Use,7539,Hispanic or Latino,Male
NT,2019-01-05,1:24:00,Disorderly Conduct - Fighting,701 North Ih 35 Service Road,,IN,APD Do Not Use,8067,Hispanic or Latino,Male
NT,2019-01-05,1:24:00,Public Intoxication,701 North Ih 35 Service Road,,IN,APD Do Not Use,8067,Hispanic or Latino,Male
NT,2019-01-05,1:24:00,Public Intoxication,701 North Ih 35 Service Road,,TERM,APD Do Not Use,8067,Hispanic or Latino,Male
NT,2019-01-05,18:51:00,Public Intoxication,100 Block North Ih 35 Service Road,,TERM,APD Do Not Use,3968,White,Male
NT,2019-01-05,22:41:00,Possession Of Drug Paraphernalia,400 Block Trinity Street,,TERM,APD Do Not Use,7887,Black or African American,Male
NT,2019-01-06,2:16:00,Disregard Order Of A Police Officer,400 Block East 6th Street,,TERM,APD Do Not Use,5386,Hispanic or Latino,Male
NT,2019-01-07,10:05:00,Camping In A Public Place,North Ih 35 And East Cesar Chavez Street,,TERM,APD Do Not Use,7433,Black or African American,Male
NT,2019-01-07,10:06:00,Camping In A Public Place,IH 35,E CESAR CHAVEZ,TERM,APD Do Not Use,7492,Black or African American,Male
NT,2019-01-07,10:07:00,Camping In A Public Place,Cesar Chavez Street And Ih 35,,IN,APD Do Not Use,4973,Black or African American,Male
NT,2019-01-07,10:07:00,Camping In A Public Place,North Ih 35 And Cesar Chavez Street,,TERM,APD Do Not Use,7625,Black or African American,Male
NT,2019-01-07,10:12:00,Camping In A Public Place,N IH 35 SVRD SB,,TERM,Other Agency,4042,Black or African American,Male
NT,2019-01-07,10:19:00,Pedestrian In Roadway/City Ordinance,IH 35,E CESAR CHAVEZ,ACT,APD Do Not Use,7492,Hispanic or Latino,Male
NT,2019-01-07,10:30:00,Camping In A Public Place,North Ih 35 And Cesar Chavez Street,,ACT,APD Do Not Use,7625,White,Male
NT,2019-01-10,22:18:00,Human Waste,N IH 35 SVRD SB,,IN,APD Do Not Use,8140,White,Male
NT,2019-01-10,22:18:00,Disorderly Conduct-Indecent Exposure #,N IH 35 SVRD SB,,IN,APD Do Not Use,8140,White,Male
NT,2019-01-11,0:00:00,Public Intoxication,601 North Ih 35 Service Road,,TERM,APD Do Not Use,7625,,Male
NT,2019-01-12,11:30:00,Public Intoxication,701 North Ih 35 Service Road,,ACT,APD Do Not Use,7433,White,Female
NT,2019-01-13,0:02:00,Public Intoxication,700 Block San Jacinto Boulevard,,TERM,APD Do Not Use,5663,White,Male
NT,2019-01-13,2:10:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,IN,APD Do Not Use,6091,White,Female
NT,2019-01-13,2:11:00,Disorderly Conduct - Fighting,400 East 6th Street,,IN,APD Do Not Use,7780,White,Male
NT,2019-01-13,2:13:00,Theft Of Service,311 Bowie Street,,TERM,APD Do Not Use,8416,White,Male
TR,2019-01-14,12:10:00,Pedestrian Walking Against Light,East 8th Street And Brazos Street,,IN,APD Do Not Use,7796,White,Female
NT,2019-01-14,13:21:00,Public Intoxication,800 Block West 12th Street,,TERM,APD Do Not Use,7433,Other,Male
NT,2019-01-14,19:47:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,100 Block West 6th Street,,TERM,APD Do Not Use,6802,White,Male
NT,2019-01-15,1:00:00,Possession Of Drug Paraphernalia,400 Block East 4th Street,,TERM,APD Do Not Use,7945,White,Male
TR,2019-01-15,10:26:00,Pedestrian Crossing Midblock,408 Block Brazos Street,,TERM,APD Do Not Use,4973,White,Male
NT,2019-01-15,12:25:00,Camping In A Public Place,800 Block Cesar Chavez Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2019-01-15,12:33:00,Aggressive Solicitation,100 Block Ih 35,,TERM,APD Do Not Use,5635,Hispanic or Latino,Male
NT,2019-01-15,21:37:00,Possession Of Drug Paraphernalia,E 7TH ST,NECHES ST,ACT,APD Do Not Use,7870,Black or African American,Male
NT,2019-01-19,2:07:00,Disorderly Conduct - Fighting,302 East 6th Street,,IN,APD Do Not Use,7798,Black or African American,Male
NT,2019-01-19,21:04:00,Pedestrian In Roadway/City Ordinance,East 7th Street,Red River Street,TERM,APD Do Not Use,7785,Black or African American,Male
NT,2019-01-21,10:54:00,Pedestrian In Roadway/City Ordinance,600 Block North Ih 35 Service Road,,IN,APD Do Not Use,6802,White,Male
NT,2019-01-21,11:20:00,Camping In A Public Place,700 Block East 6th Street And Ih 35,,IN,APD Do Not Use,7804,Black or African American,Male
NT,2019-01-21,14:35:00,Pedestrian In Roadway/City Ordinance,700 Block East Cesar Chavez Street,,TERM,APD Do Not Use,7804,White,Male
NT,2019-01-21,15:55:00,Pedestrian In Roadway/City Ordinance,Cesar Chavez,North Ih 35 Service Road,TERM,APD Do Not Use,6802,White,Male
NT,2019-01-21,23:28:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,TERM,APD Do Not Use,7611,Hispanic or Latino,Male
NT,2019-01-22,14:40:00,Pedestrian In Roadway/City Ordinance,800 Block East 8th Street,,TERM,APD Do Not Use,7284,White,Male
NT,2019-01-22,14:55:00,Pedestrian In Roadway/City Ordinance,East 11th Street And North Ih 35,,IN,APD Do Not Use,7284,Black or African American,Female
NT,2019-01-22,15:06:00,Possession Of Drug Paraphernalia,North Ih 35 And Holly Street,,ACT,APD Do Not Use,7798,Hispanic or Latino,Female
NT,2019-01-22,17:38:00,Pedestrian In Roadway/City Ordinance,North Ih 35 And East Cesar Chavez,,TERM,APD Do Not Use,7798,White,Male
NT,2019-01-23,0:22:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,ACT,APD Do Not Use,7804,Black or African American,Female
NT,2019-01-23,11:55:00,Manifesting - Drugs,500 Block East 7th Street,,ACT,APD Do Not Use,7804,Black or African American,Male
NT,2019-01-26,1:27:00,Failure To Identify - Refuse,400 Block East 6th Street,,TERM,APD Do Not Use,7608,White,Female
NT,2019-01-26,1:30:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,7638,Hispanic or Latino,Female
TR,2019-01-27,0:11:00,Pedestrian On Roadway,East 7th Street,Sabine Street,IN,APD Do Not Use,7705,Black or African American,Male
NT,2019-01-27,2:49:00,Public Intoxication,San Jacinto And East 7th Street,,TERM,APD Do Not Use,7837,White,Male
NT,2019-01-27,13:39:00,Possession Of Drug Paraphernalia,N IH 35 SVRD,E CESAR CHAVEZ,IN,Other Agency,7095,Black or African American,Male
NT,2019-01-27,21:03:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,ACT,APD Do Not Use,7608,Black or African American,Male
NT,2019-01-27,21:17:00,Possession Of Drug Paraphernalia,317 East 6th Street,,TERM,APD Do Not Use,7608,White,Male
NT,2019-01-27,23:45:00,Public Intoxication,91 Rainey Street,,TERM,APD Do Not Use,7870,Hispanic or Latino,Female
NT,2019-01-28,1:18:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,400 Block East 6th Street,,TERM,APD Do Not Use,7608,Black or African American,Male
NT,2019-01-28,1:18:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,400 Block East 6th Street,,TERM,APD Do Not Use,7608,White,Male
NT,2019-01-28,12:50:00,Pedestrian In Roadway/City Ordinance,700 Block East Cesar Chavez Street,,TERM,APD Do Not Use,6802,White,Male
NT,2019-01-28,13:15:00,Possession Of Drug Paraphernalia,300 Block East 6th Street,,ACT,APD Do Not Use,7764,White,Male
NT,2019-01-28,14:13:00,Pedestrian In Roadway/City Ordinance,700 Block East Cesar Chavez Street,,IN,APD Do Not Use,7804,Black or African American,Female
NT,2019-01-28,14:50:00,Pedestrian In Roadway/City Ordinance,North Ih 35 And Holly Street,,TERM,APD Do Not Use,7804,White,Male
NT,2019-01-28,15:35:00,Pedestrian In Roadway/City Ordinance,600 Block Red River Street,,IN,APD Do Not Use,6802,Hispanic or Latino,Male
NT,2019-01-28,16:28:00,Pedestrian In Roadway/City Ordinance,Cesar Chavez Street And North Ih 35,,ACT,APD Do Not Use,7798,Black or African American,Male
NT,2019-01-28,16:28:00,Solicit By Person From Street - Sidewalk,Cesar Chavez Street And North Ih 35,,TERM,APD Do Not Use,7798,Black or African American,Male
NT,2019-01-28,16:30:00,Possession Of Drug Paraphernalia,East 6th Street And Ih 35,,ACT,APD Do Not Use,7764,White,Male
NT,2019-01-28,16:55:00,Solicit By Person From Street - Sidewalk,90 Block North Ih 35,,ACT,APD Do Not Use,6802,White,Male
TR,2019-01-28,16:55:00,Pedestrian On Roadway,90 Block North Ih 35,,TERM,APD Do Not Use,6802,White,Male
NT,2019-01-28,19:05:00,Pedestrian In Roadway/City Ordinance,500 Brazos Street,,TERM,APD Do Not Use,7850,Black or African American,Male
NT,2019-01-28,19:36:00,Pedestrian In Roadway/City Ordinance,500 Block East 7th Street,,TERM,APD Do Not Use,7430,Black or African American,Male
NT,2019-01-29,0:26:00,Possession Of Drug Paraphernalia,E 7TH ST,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2019-01-29,10:38:00,Camping In A Public Place,800 East Cesar Chavez,,ACT,APD Do Not Use,5193,Black or African American,Female
NT,2019-01-29,17:12:00,Pedestrian In Roadway/City Ordinance,100 North Ih 35,,TERM,APD Do Not Use,7850,,
NT,2019-01-30,0:23:00,Manifesting - Drugs,E 7TH ST,,ACT,APD Do Not Use,8140,Black or African American,Female
NT,2019-01-31,0:00:00,Public Intoxication,201 West 5th Street,,IN,APD Do Not Use,7986,White,Female
NT,2019-02-01,1:30:00,Public Intoxication,402 East 6th Street,,TERM,APD Do Not Use,7945,Hispanic or Latino,Female
NT,2019-02-01,8:50:00,Camping In A Public Place,800 East Cesar Chavez Street,,IN,APD Do Not Use,7043,Black or African American,Male
NT,2019-02-01,8:59:00,Camping In A Public Place,800 East Cesar Chavez Street,,TERM,APD Do Not Use,7043,Black or African American,Female
NT,2019-02-01,9:00:00,Camping In A Public Place,100 Block North I H 35,,TERM,APD Do Not Use,3968,White,Male
NT,2019-02-01,9:00:00,Camping In A Public Place,100 Block Ih 35,,TERM,APD Do Not Use,4949,Black or African American,Female
NT,2019-02-01,9:10:00,Camping In A Public Place,100 Block North I H 35,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2019-02-01,9:15:00,Camping In A Public Place,800 East Cesar Chavez,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2019-02-01,14:03:00,Possession Of Drug Paraphernalia,N IH 35 SVRD NB,,TERM,APD Do Not Use,7095,White,Male
NT,2019-02-02,9:13:00,Disorderly Conduct-Indecent Exposure #,E 6TH,,TERM,APD Do Not Use,7095,White,Male
NT,2019-02-03,0:50:00,Disorderly Conduct - Fighting,325 East 6th Street,,TERM,APD Do Not Use,7948,Hispanic or Latino,Male
NT,2019-02-04,0:00:00,Public Intoxication,1200 Block Sabine Street,,TERM,APD Do Not Use,7850,White,Male
NT,2019-02-05,9:53:00,Pedestrian On Roadway,90 North I H 35,,TERM,APD Do Not Use,5634,Black or African American,Female
NT,2019-02-05,22:06:00,Human Waste,700 Neches Street,,TERM,APD Do Not Use,7796,White,Female
NT,2019-02-05,23:05:00,Bicycle - Riding On Business Sidewalk,E 6TH ST,,TERM,Other Agency,5159,White,Male
NT,2019-02-06,21:39:00,Possession Of Drug Paraphernalia,RED RIVER ST,E 7H ST,IN,APD Do Not Use,7597,Black or African American,Male
NT,2019-02-08,0:00:00,Public Intoxication,East 6th Street And,Neches Street,IN,APD Do Not Use,7872,Hispanic or Latino,Male
NT,2019-02-10,0:00:00,Disorderly Conduct - Fighting,401 East 6th Street,,TERM,APD Do Not Use,7946,Black or African American,Male
NT,2019-02-10,0:00:00,Public Intoxication,422 East 6th Street,,IN,APD Do Not Use,7845,Black or African American,Male
NT,2019-02-10,0:43:00,Simple Assault By Contact,300 Block East 6th Street,,IN,APD Do Not Use,7849,White,Male
NT,2019-02-10,2:05:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,7245,Hispanic or Latino,Male
NT,2019-02-10,2:31:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,7945,Black or African American,Male
NT,2019-02-11,2:12:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,IN,APD Do Not Use,7608,White,Male
NT,2019-02-11,2:15:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block Trinity Street,,TERM,APD Do Not Use,7608,White,Male
NT,2019-02-11,7:06:00,Camping In A Public Place,900 Block East 7th Street,,ACT,APD Do Not Use,7433,White,Male
NT,2019-02-11,8:18:00,Pedestrian In Roadway/City Ordinance,E 8TH ST,,ACT,APD Do Not Use,7043,White,Male
NT,2019-02-12,13:32:00,Pedestrian In Roadway/City Ordinance,90 Block North Ih 35 And Cesar Chavez,,TERM,APD Do Not Use,8018,White,Male
NT,2019-02-12,13:32:00,Pedestrian In Roadway/City Ordinance,90 Block North Ih 35 And Cesar Chavez,,IN,APD Do Not Use,8018,Black or African American,Female
NT,2019-02-12,14:01:00,Pedestrian In Roadway/City Ordinance,90 Block North Ih 35 And Cesar Chavez,,ACT,APD Do Not Use,8018,Hispanic or Latino,Male
NT,2019-02-12,14:23:00,Pedestrian In Roadway/City Ordinance,90 Block North Ih 35 And Cesar Chavez,,TERM,APD Do Not Use,8018,White,Male
NT,2019-02-12,14:30:00,Pedestrian In Roadway/City Ordinance,1025 East Cesar Chavez Street,,ACT,APD Do Not Use,8018,Black or African American,Female
NT,2019-02-12,14:32:00,Pedestrian In Roadway/City Ordinance,Cesar Chavez Street And North Ih 35,,ACT,APD Do Not Use,7775,Hispanic or Latino,Male
NT,2019-02-12,14:46:00,Pedestrian In Roadway/City Ordinance,North Ih 35 And Cesar Chavez Street,,TERM,APD Do Not Use,6802,White,Male
NT,2019-02-12,21:46:00,Possession Of Drug Paraphernalia,TRINITY AT,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2019-02-12,21:51:00,Possession Of Drug Paraphernalia,TRINITY ST,,TERM,APD Do Not Use,8115,White,Male
NT,2019-02-13,22:24:00,Possession Of Drug Paraphernalia,E 6TH ST,,TERM,APD Do Not Use,8140,Black or African American,Male
NT,2019-02-14,0:00:00,Pedestrian In Roadway/City Ordinance,Cesar Chavez Street And North Ih 35,,TERM,APD Do Not Use,7284,White,Male
NT,2019-02-14,1:18:00,Possession Of Drug Paraphernalia,115 East 6th Street,,IN,APD Do Not Use,7780,White,Male
NT,2019-02-14,11:50:00,Pedestrian In Roadway/City Ordinance,800 Block East 6th Street,,TERM,APD Do Not Use,7284,White,Male
NT,2019-02-14,11:55:00,Pedestrian In Roadway/City Ordinance,East Cesar Chavez Street And North Ih 35,,TERM,APD Do Not Use,7284,White,Male
NT,2019-02-14,23:53:00,Misrepresentation Of Age By Minor,413 East 6th Street,,TERM,APD Do Not Use,7245,White,Female
NT,2019-02-15,0:00:00,Disorderly Conduct - Abusive Language,500 Block East 7th Street,,ACT,APD Do Not Use,2351,Black or African American,Male
NT,2019-02-15,1:34:00,Public Intoxication,200 Block West 4th Street,,IN,APD Do Not Use,7597,White,Male
NT,2019-02-15,8:05:00,Camping In A Public Place,700 Block East 8th Street,,TERM,APD Do Not Use,7400,Black or African American,Female
NT,2019-02-15,8:10:00,Camping In A Public Place,700 Block East 8th Street,,ACT,APD Do Not Use,6136,Black or African American,Male
NT,2019-02-15,8:20:00,Camping In A Public Place,800 Block Waller Street,,TERM,APD Do Not Use,7095,Hispanic or Latino,Female
NT,2019-02-15,8:24:00,Camping In A Public Place,800 Block Waller Creek,,TERM,APD Do Not Use,7095,Black or African American,Female
NT,2019-02-15,8:27:00,Camping In A Public Place,800 Block Waller Creek,,IN,APD Do Not Use,7095,Black or African American,Female
NT,2019-02-16,2:00:00,Public Intoxication,400 Block East 6th Street,,TERM,APD Do Not Use,7608,Hispanic or Latino,Male
NT,2019-02-16,2:20:00,Public Intoxication,403 East 6th Street,,TERM,APD Do Not Use,7756,Hispanic or Latino,Male
NT,2019-02-17,0:00:00,Possession Of Drug Paraphernalia,East 6th Street,Neches Street,IN,APD Do Not Use,7872,White,Male
NT,2019-02-17,1:00:00,Minor Consuming Alcohol,400 Block East 6th Street,,IN,APD Do Not Use,7245,White,Male
NT,2019-02-17,1:10:00,Public Intoxication,611 Neches Street,,TERM,APD Do Not Use,7756,Black or African American,Male
NT,2019-02-17,21:37:00,Public Intoxication,70 Block Rainey Street,,TERM,APD Do Not Use,7850,White,Male
NT,2019-02-17,21:37:00,Public Intoxication,70 Block Rainey Street,,TERM,APD Do Not Use,7850,White,Female
NT,2019-02-18,0:00:00,Pedestrian Crossing Midblock,North Ih 35 And East 6th Street,,ACT,APD Do Not Use,8067,Black or African American,Male
NT,2019-02-18,1:00:00,Public Intoxication,720 West 6th Street,,IN,APD Do Not Use,7986,White,Male
TR,2019-02-18,1:12:00,Pedestrian Walking Against Light,500 Block Trinity Street,,IN,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2019-02-18,16:05:00,Pedestrian In Roadway/City Ordinance,600 Block North I H 35,,TERM,APD Do Not Use,7870,Black or African American,Male
NT,2019-02-18,16:10:00,Camping In A Public Place,100 Block North Ih 35,,ACT,APD Do Not Use,7042,White,Male
TR,2019-02-18,16:18:00,Pedestrian Crossing Midblock,Ih 35 At East 7th Street,,TERM,APD Do Not Use,8067,Black or African American,Female
TR,2019-02-18,16:20:00,Pedestrian Crossing Midblock,600 Block North Ih 35,,TERM,APD Do Not Use,7870,,
NT,2019-02-18,16:23:00,Solicit By Person From Street - Sidewalk,North Ih 35 And East 6th Street,,TERM,APD Do Not Use,8017,White,Female
TR,2019-02-18,16:30:00,Pedestrian Crossing Midblock,600 Block North Ih 35,,IN,APD Do Not Use,7070,White,Male
TR,2019-02-18,16:35:00,Pedestrian Crossing Midblock,650 South Ih 35,,IN,APD Do Not Use,8017,White,Male
NT,2019-02-18,16:38:00,Pedestrian Walking Against Light,Ih 35 At East 6th Street,,TERM,APD Do Not Use,8067,White,Male
NT,2019-02-18,16:38:00,Solicit By Person From Street - Sidewalk,East 7th Street And North Ih 35,,TERM,APD Do Not Use,8017,White,Male
TR,2019-02-18,16:50:00,Pedestrian Crossing Midblock,600 Block North Ih 35,,IN,APD Do Not Use,7070,White,Female
NT,2019-02-18,16:55:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,600 Block Congress Avenue,,TERM,APD Do Not Use,7042,White,Male
NT,2019-02-18,17:00:00,Pedestrian In Roadway/City Ordinance,750 East 6th Street,,IN,APD Do Not Use,8017,Hispanic or Latino,Male
TR,2019-02-18,17:05:00,Pedestrian Walking Against Light,South Ih 35 And East 6th Street,,IN,APD Do Not Use,8067,White,Male
TR,2019-02-18,17:38:00,Pedestrian Walking Against Light,North Ih 35 And East 7th Street,,TERM,APD Do Not Use,8017,Black or African American,Male
TR,2019-02-18,17:48:00,Pedestrian Crossing Midblock,600 Block North Ih 35,,TERM,APD Do Not Use,8017,Black or African American,Male
NT,2019-02-18,17:51:00,Littering,600 Block North Ih 35,,TERM,APD Do Not Use,8017,Black or African American,Male
NT,2019-02-18,17:54:00,Littering,600 Block North Ih 35,,TERM,APD Do Not Use,8017,Black or African American,Male
TR,2019-02-18,17:54:00,Pedestrian Walking Against Light,South Ih 35 And East 6th Street,,IN,APD Do Not Use,8067,White,Male
NT,2019-02-18,18:03:00,Aggressive Solicitation,North Ih 35 And East 6th Street,,TERM,APD Do Not Use,8067,White,Male
NT,2019-02-19,0:00:00,Aggressive Solicitation,600 Block Congress Avenue,,TERM,APD Do Not Use,7870,White,Male
NT,2019-02-19,15:48:00,Aggressive Solicitation,212 East 6th Street,,TERM,APD Do Not Use,8149,Black or African American,Male
NT,2019-02-19,15:50:00,Aggressive Solicitation,300 Block East 6th Street,,TERM,APD Do Not Use,7870,White,Male
NT,2019-02-19,16:20:00,Aggressive Solicitation,500 Block San Jacinto,,TERM,APD Do Not Use,7870,White,Male
NT,2019-02-19,16:25:00,Aggressive Solicitation,200 Block East 6th Street,,ACT,APD Do Not Use,7870,White,Male
NT,2019-02-19,16:30:00,Possession Of Drug Paraphernalia,80 Red River Street,,TERM,APD Do Not Use,7764,White,Female
NT,2019-02-19,17:00:00,Solicit By Person From Street - Sidewalk,508 East 6th Street,,TERM,APD Do Not Use,8017,White,Female
NT,2019-02-20,11:01:00,Public Intoxication,1704 East Cesar Chavez Street,,ACT,APD Do Not Use,7638,White,Male
NT,2019-02-21,0:00:00,Camping In A Public Place,East 6th Street At Ih35,,IN,APD Do Not Use,8149,Hispanic or Latino,Female
NT,2019-02-21,0:05:00,Camping In A Public Place,600 Block North Ih35 Service Road,,IN,APD Do Not Use,7870,Black or African American,Male
NT,2019-02-21,1:23:00,Camping In A Public Place,700 Block East 8th Street,,IN,APD Do Not Use,8149,Black or African American,Male
NT,2019-02-21,1:27:00,Public Intoxication,217 West 4th Street,,TERM,APD Do Not Use,7608,White,Female
NT,2019-02-21,1:31:00,Public Intoxication,500 Block Comal Street,,IN,APD Do Not Use,7756,Black or African American,Male
NT,2019-02-21,8:35:00,Aggressive Solicitation,North Ih35 At East Cesar Chavez Street,,TERM,APD Do Not Use,6086,Black or African American,Male
NT,2019-02-21,12:00:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,6th Street At North Ih35,,TERM,APD Do Not Use,3454,Hispanic or Latino,Male
NT,2019-02-21,12:13:00,Camping In A Public Place,Ih35 Service Road At East 6th Street,,IN,APD Do Not Use,7857,White,Male
NT,2019-02-21,13:20:00,Camping In A Public Place,700 Block East 8th Street,,IN,APD Do Not Use,7870,Black or African American,Male
NT,2019-02-21,13:23:00,Camping In A Public Place,700 Block East 8th Street,,TERM,APD Do Not Use,8017,Hispanic or Latino,Female
NT,2019-02-21,13:23:00,Camping In A Public Place,700 Block East 8th Street,,ACT,APD Do Not Use,8149,Black or African American,Male
NT,2019-02-21,13:25:00,Camping In A Public Place,700 Block East 8th Street,,TERM,APD Do Not Use,3454,Black or African American,Female
NT,2019-02-21,13:27:00,Camping In A Public Place,700 Block East 8th Street,,IN,APD Do Not Use,7042,White,Female
NT,2019-02-21,15:07:00,Aggressive Solicitation,East 7th Street At Ih 35,,TERM,APD Do Not Use,8017,Black or African American,Male
NT,2019-02-21,15:15:00,Pedestrian In Roadway/City Ordinance,100 Block North Ih 35,,TERM,APD Do Not Use,7870,White,Male
TR,2019-02-21,15:26:00,Pedestrian Crossing Midblock,East Cesar Chavez At I H 35,,TERM,APD Do Not Use,8149,Black or African American,Male
NT,2019-02-21,17:01:00,Pedestrian In Roadway/City Ordinance,600 North I H 35,,IN,APD Do Not Use,8149,White,Male
NT,2019-02-21,20:05:00,Consuming Alcohol In A Public Street,East 6th Street At San Jacinto Boulevard,,TERM,APD Do Not Use,7796,White,Male
NT,2019-02-21,20:05:00,Consuming Alcohol In A Public Street,6th Street At San Jaciento Boulevard,,IN,APD Do Not Use,7796,White,Male
NT,2019-02-22,0:00:00,Disorderly Conduct - Fighting,412 East 6th Street,,TERM,APD Do Not Use,7844,White,Male
NT,2019-02-22,1:12:00,Minor Consuming Alcohol,E 6TH ST,,TERM,APD Do Not Use,8140,White,Male
NT,2019-02-22,1:12:00,Misrepresentation Of Age By Minor,E 6TH ST,,TERM,APD Do Not Use,8140,White,Male
NT,2019-02-22,2:27:00,Disorderly Conduct - Fighting,414 East 6th Street,,IN,APD Do Not Use,8115,Hispanic or Latino,Male
NT,2019-02-22,3:54:00,Public Intoxication,East 8th Street,,IN,APD Do Not Use,7884,White,Male
TR,2019-02-22,9:00:00,Pedestrian On Roadway,600 Block South Congress Avenue,,ACT,APD Do Not Use,5635,White,Female
NT,2019-02-22,23:45:00,Open Container Motor Vehicle Pc 49.031,400 Block East 8th Street,,IN,APD Do Not Use,7796,White,Male
NT,2019-02-23,0:00:00,Public Intoxication,31 North Ih 35,,IN,APD Do Not Use,6091,White,Male
NT,2019-02-23,2:25:00,Simple Assault By Contact,Neches Street And East 7th Street,,IN,APD Do Not Use,7884,Black or African American,Male
NT,2019-02-23,9:00:00,Manifesting - Drugs,500 East 7th Street,,TERM,APD Do Not Use,5930,Black or African American,Female
NT,2019-02-24,0:00:00,Public Intoxication,500 Block Neches Street,,IN,APD Do Not Use,7850,,
NT,2019-02-24,1:00:00,Consuming Alcohol In A Public Street,400 Block East 6th Street,,IN,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2019-02-24,1:00:00,Consuming Alcohol In A Public Street,400 Block East 6th Street,,IN,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2019-02-24,1:15:00,Failure To Identify - Refuse,404 East 6th Street,,IN,APD Do Not Use,8140,Black or African American,Male
NT,2019-02-24,1:15:00,Disorderly Conduct - Fighting,404 East 6th Street,,IN,APD Do Not Use,8140,Black or African American,Male
NT,2019-02-24,2:21:00,Public Intoxication,204 East 6th Street,,TERM,APD Do Not Use,7299,Hispanic or Latino,Male
NT,2019-02-24,22:27:00,Public Intoxication,1213 Sabine Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Female
NT,2019-02-25,21:20:00,Camping In A Public Place,700 Block Neches Street,,ACT,APD Do Not Use,7608,White,Male
NT,2019-02-25,21:25:00,Camping In A Public Place,700 Block Neches Street,,IN,APD Do Not Use,7849,White,Female
NT,2019-02-25,21:25:00,Camping In A Public Place,700 Block Neches Street,,TERM,APD Do Not Use,7608,White,Male
NT,2019-02-25,21:32:00,Camping In A Public Place,700 Block Neches Street,,TERM,APD Do Not Use,7608,White,Female
NT,2019-02-25,21:33:00,Camping In A Public Place,700 Block Neches Street,,ACT,APD Do Not Use,7401,White,Male
NT,2019-02-26,9:46:00,Camping In A Public Place,East Cesar Chavez And Ih 35,,IN,APD Do Not Use,6144,Black or African American,Male
NT,2019-02-26,13:45:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,611 Congress Avenue,,TERM,APD Do Not Use,7796,White,Female
NT,2019-02-26,13:45:00,Consuming Alcohol In A Public Street,611 Congress Avenue,,TERM,APD Do Not Use,7796,White,Female
NT,2019-02-27,9:55:00,Camping In A Public Place,100 Block East 8th Street,,TERM,APD Do Not Use,7857,Hispanic or Latino,Female
NT,2019-02-27,10:02:00,Camping In A Public Place,200 Block East 8th Street,,TERM,APD Do Not Use,8017,Black or African American,Male
NT,2019-02-27,10:02:00,Camping In A Public Place,200 Block East 8th Street,,IN,APD Do Not Use,8017,White,Female
NT,2019-02-27,10:03:00,Camping In A Public Place,700 Block East 8th Street,,IN,APD Do Not Use,7837,Black or African American,Male
NT,2019-02-27,10:05:00,Camping In A Public Place,100 Block East 8th Street,,IN,APD Do Not Use,7857,Black or African American,Female
NT,2019-02-27,10:15:00,Possession Of Drug Paraphernalia,East 8th Street And Red River Street,,ACT,APD Do Not Use,8067,Black or African American,Female
NT,2019-02-27,10:35:00,Camping In A Public Place,800 Block East 6th Street,,TERM,APD Do Not Use,7994,Black or African American,Male
NT,2019-02-27,10:36:00,Camping In A Public Place,6th Street And Ih 35,,IN,APD Do Not Use,7837,Black or African American,Male
NT,2019-02-27,10:38:00,Camping In A Public Place,East 6th Street And Ih 35,,IN,APD Do Not Use,8067,Hispanic or Latino,Female
NT,2019-02-27,10:40:00,Camping In A Public Place,East 6th Street And Ih 35,,IN,APD Do Not Use,8067,Black or African American,Male
